,position,country,name,club,boots,age,height,ACL
3256,Defender,Russia,Danil Krugovoy,CSKA Moscow,Nike Mercurial Superfly 9 Elite,26,176,0
3257,Defender,Ukraine,Danil Skorko,,,22,180,0
3258,Forward,Moldova,Danila Forov,FC Sheriff Tiraspol,,20,172,0
3259,Defender,Moldova,Danila Ignatov,,,23,192,0
3260,Defender,Russia,Danila Khotulev,,Nike Tiempo Legend VIII Elite,21,187,0
3261,Defender,Russia,Danila Prokhin,,Nike Mercurial Vapor 15 Elite,23,186,0
3262,Defender,Netherlands,Danilho Doekhi,1. FC Union Berlin,adidas Predator Elite,26,190,0
3263,Forward,Brazil,Danilo,Rangers FC,adidas F50 Elite LL,25,174,0
3264,Midfielder,Brazil,Danilo,Nottingham Forest,Nike Mercurial Vapor 16 Elite,23,177,0
3265,Defender,Brazil,Danilo,,Nike Tiempo Legend VIII Elite,40,185,0
3266,Defender,Brazil,Danilo,Juventus,Nike Mercurial Vapor 16 Elite,33,184,0
3267,Midfielder,Italy,Danilo Alessandro,,,36,180,0
3268,Defender,Colombia,Danilo Arboleda,,adidas X 19.1,29,190,0
3269,Defender,Brazil,Danilo Avelar,,Nike Mercurial Superfly 9 Elite,35,185,0
3270,Midfielder,Brazil,Danilo Barbosa,,Nike Phantom GT2 Elite,28,183,0
3271,Midfielder,Italy,Danilo Bulevardi,,,29,176,0
3272,Midfielder,Italy,Danilo Cataldi,ACF Fiorentina,Puma Future 7 Ultimate,30,180,0
3273,Defender,Italy,Danilo D'Ambrosio,AC Monza,Nike Mercurial Vapor 14 Elite,35,180,0
3274,Midfielder,Serbia,Danilo Pantic,,Nike Phantom VSN Elite,27,183,0
3275,Midfielder,Portugal,Danilo Pereira,,Nike Tiempo Legend 10 Elite,32,188,0
3276,Defender,Brazil,Danilo Silva,,,37,186,0
3277,Defender,Brazil,Danilo Soares,1. FC Nürnberg,Mizuno Morelia Neo IV Beta,32,170,0
3278,Forward,Italy,Danilo Soddimo,,Nike Mercurial Vapor 15 Elite,36,185,0
3279,Midfielder,Cape Verde,Danilson da Cruz,,,38,188,0
3280,Defender,Brazil,Dankler,,,32,185,0
3281,Midfielder,Haiti,Danley Jean Jacques,,Nike Mercurial Superfly 9 Elite,24,182,0
3282,Midfielder,Portugal,Danny,,Nike Phantom GX 2 Elite,41,178,0
3283,Midfielder,Denmark,Danny Amankwaa,,,30,176,0
3284,Defender,England,Danny Batth,,Nike Tiempo Legend 10 Elite,33,191,0
3285,Forward,Germany,Danny Blum,,adidas X Crazyfast Elite LL,33,184,0
3286,Defender,Germany,Danny da Costa,1. FSV Mainz 05,Nike Mercurial Superfly 9 Elite,31,187,0
3287,Midfielder,England,Danny Drinkwater,,Nike Phantom GT2 Elite,34,178,0
3288,Defender,Wales,Danny Gabbidon,,Nike Phantom GX 2 Elite,45,178,0
3289,Forward,England,Danny Graham,,Umbro UX-2,39,183,0
3290,Forward,England,Danny Ings,West Ham United,Nike Mercurial Vapor 15 Elite,32,177,1
3291,Defender,Northern Ireland,Danny Lafferty,,Nike Mercurial Vapor 15 Elite,35,182,0
3292,Midfielder,Germany,Danny Latza,,adidas Copa Sense.1,34,179,0
3293,Forward,England,Danny Namaso,FC Porto,Puma Ultra Ultimate,24,182,0
3294,Defender,England,Danny Rose,,Puma Future 7 Ultimate,34,173,0
3295,Defender,England,Danny Simpson,,adidas X Crazyfast Elite,37,173,0
3296,Goalkeeper,Australia,Danny Vukovic,,adidas X Speedflow.1,39,187,0
3297,Forward,England,Danny Ward,Huddersfield Town,Mizuno Morelia Neo IV Beta,33,180,0
3298,Goalkeeper,Wales,Danny Ward,Leicester City,Nike Mercurial Vapor 15 Elite,31,191,0
3299,Forward,England,Danny Welbeck,Brighton & Hove Albion,adidas Predator Elite LL,33,185,0
3300,Midfielder,United States,Danny Williams,,Puma Future 18.1 Netfit,35,182,0
3301,Defender,Brazil,Dante,OGC Nice,Puma Ultra Ultimate,40,188,0
3302,Midfielder,Belgium,Dante Rigo,,,25,180,0
3303,Goalkeeper,Costa Rica,Dany Carvajal,,,35,188,0
3304,Forward,Haiti,Dany Jean,,,21,170,0
3305,Forward,Portugal,Dany Mota,AC Monza,Nike Phantom GX Elite,26,180,0
3306,Defender,Cameroon,Dany Nounkeu,,adidas Predator Elite,38,184,0
3307,Midfielder,Ukraine,Danylo Ignatenko,,,27,190,0
3308,Forward,Ukraine,Danylo Sikan,Shakhtar Donetsk,adidas X Crazyfast Elite LL,23,187,0
3309,Defender,Mali,Daouda Guindo,Red Bull Salzburg,Nike Mercurial Superfly 8 Elite,21,183,0
3310,Midfielder,Belgium,Daouda Peeters,,,25,185,0
3311,Midfielder,France,Daouda Traoré,,Nike Mercurial Vapor 15 Elite,18,186,0
3312,Midfielder,France,Daouda Weidmann,,,21,180,0
3313,Goalkeeper,Russia,Dar Korolev,,,28,177,0
3314,Forward,Ireland,Dara Costelloe,,,21,175,0
3315,Defender,Ireland,Dara O'Shea,,Nike Phantom GX 2 Elite,25,189,0
3316,Midfielder,Kosovo,Dardan Karimani,,,25,178,0
3317,Midfielder,Slovenia,Dare Vršič,,Nike Mercurial Vapor 15 Elite,39,180,0
3318,Forward,France,Darell Tokpa,,,23,184,0
3319,Midfielder,Switzerland,Darian Males,BSC Young Boys,adidas X Crazyfast Elite LL,23,188,0
3320,Defender,Croatia,Darijo Srna,,Nike Phantom GX 2 Elite,42,182,0
3321,Forward,Argentina,Darío Benedetto,,adidas X Crazyfast Elite,34,177,0
3322,Forward,Argentina,Darío Cvitanich,,adidas X Crazyfast Elite,40,174,0
3323,Defender,Italy,Dario Dainelli,,Puma Ultra 1.1,45,191,0
3324,Forward,Albania,Dario Daka,US Lecce,,20,173,0
3325,Defender,Italy,Dario del Fabro,,Nike Phantom GX 2 Elite,29,180,0
3326,Midfielder,Portugal,Dário Essugo,UD Las Palmas,Nike Phantom GX 2 Elite,19,178,0
3327,Defender,Germany,Dario Gebuhr,,,21,188,0
3328,Goalkeeper,Croatia,Dario Krešić,,adidas Predator Elite,40,195,0
3329,Forward,Paraguay,Darío Lezcano,,Nike Mercurial Superfly 9 Elite,34,178,0
3330,Defender,Austria,Dario Maresic,,Nike Mercurial Superfly 9 Elite,24,183,0
3331,Goalkeeper,Switzerland,Dario Marzino,BSC Young Boys,Nike Mercurial Vapor 14 Elite,27,184,0
3332,Forward,Chile,Darío Osorio,FC Midtjylland,,20,184,0
3333,Forward,Spain,Darío Poveda,,Nike Mercurial Vapor 15 Elite,27,187,0
3334,Midfielder,-,Dario Saric,Palermo FC,,27,180,0
3335,Forward,Argentina,Darío Sarmiento,,,21,170,0
3336,Forward,Croatia,Dario Spikic,GNK Dinamo Zagreb,Nike Mercurial Vapor 15 Elite,25,183,0
3337,Midfielder,Australia,Dario Vidošić,,adidas X Crazyfast Elite,37,185,0
3338,Defender,Croatia,Dario Zuparic,,,32,188,0
3339,Forward,Serbia,Darko Bjedov,,,35,191,0
3340,Midfielder,Serbia,Darko Brasanac,CD Leganés,Puma King Ultimate,32,178,0
3341,Forward,-,Darko Churlinov,,adidas X Crazyfast Elite,24,180,0
3342,Midfielder,England,Darko Gyabi,,adidas Copa Pure 2 Elite KT,20,196,0
3343,Midfielder,Switzerland,Darko Jevtic,,Nike Mercurial Vapor 15 Elite,31,182,0
3344,Midfielder,Serbia,Darko Lazović,Hellas Verona,adidas Predator Elite FT,33,181,0
3345,Defender,-,Darko Todorovic,,,27,174,0
3346,Defender,-,Darko Velkovski,,Nike Phantom VNM Elite,29,188,0
3347,Defender,Cameroon,Darlin Yongwa,FC Lorient,adidas X Crazyfast Elite,23,177,0
3348,Midfielder,United States,Darlington Nagbe,,adidas Nemeziz.1,34,175,0
3349,Defender,England,Darnell Furlong,West Bromwich Albion,Nike Mercurial Vapor 15 Elite,28,183,0
3350,Forward,England,Darren Bent,,Nike Mercurial Superfly 9 Elite,40,180,0
3351,Midfielder,Scotland,Darren Fletcher,,adidas Predator Elite,40,183,0
3352,Goalkeeper,France,Darren Lima Semedo,,,22,190,0
3353,Goalkeeper,Ireland,Darren Randolph,,adidas Predator Elite,37,187,0
3354,Defender,United States,Darrius Barnes,,adidas Predator LZ,37,185,0
3355,Midfielder,Ireland,Darron Gibson,,Nike Magista Opus II Elite,36,183,0
3356,Goalkeeper,England,Darryl Flahavan,,Under Armour Hydrastrike II,45,180,0
3357,Midfielder,Germany,Darryl Geurts,,,30,178,0
3358,Forward,Venezuela,Darwin Machís,Real Valladolid,adidas X Crazyfast+,31,171,0
3359,Forward,Uruguay,Darwin Núñez,Liverpool,adidas F50 Elite,25,187,0
3360,Defender,Netherlands,Daryl Janmaat,,Nike Mercurial Vapor 15 Elite,35,185,0
3361,Forward,Ireland,Daryl Murphy,,Nike Mercurial Vapor 15 Elite,41,189,0
3362,Goalkeeper,Australia,Dave Cumberford,,,30,180,0
3363,Defender,United States,Dave Romney,New England Revolution,Nike Tiempo Legend 10 Elite,31,188,0
3364,Midfielder,Ghana,David Abagna,APOEL Nicosia,,25,177,0
3365,Defender,Argentina,David Abraham,,Nike Tiempo Legend 10 Elite,38,188,0
3366,Defender,Austria,David Affengruber,Elche CF,Nike Phantom GT2 Elite,23,185,0
3367,Defender,Austria,David Alaba,Real Madrid,adidas Predator Elite,32,180,1
3368,Defender,France,David Alcibiade,,,32,186,0
3369,Forward,Nigeria,David Ankeye,Genoa CFC,adidas X Crazyfast Elite,22,191,0
3370,Midfielder,Macedonia,David Babunski,,Nike Phantom GX 2 Elite,30,176,0
3371,Forward,Spain,David Barral,,Puma evoPOWER,41,183,0
3372,Defender,Scotland,David Bates,,adidas Copa 20.1,27,193,0
3373,Forward,France,David Bellion,,,41,181,0
3374,Goalkeeper,United States,David Bingham,,Nike Phantom GX 2 Elite,34,188,0
3375,Forward,Wales,David Brooks,Bournemouth,Nike Mercurial Vapor XIII Elite,27,173,0
3376,Goalkeeper,England,David Button,,adidas Predator Elite,35,191,0
3377,Defender,Angola,David Carmo,Olympiacos Piraeus,Nike Phantom GX 2 Elite,25,196,0
3378,Defender,Spain,David Carmona,,,27,176,0
3379,Goalkeeper,Spain,David Cobeño,,Puma Ultra 1.1,42,185,0
3380,Defender,Croatia,David Colina,,,24,174,0
3381,Midfielder,Spain,David Concha,,adidas X Crazyfast Elite,27,180,0
3382,Goalkeeper,Wales,David Cornell,,adidas X Crazyfast Elite,33,188,0
3383,Defender,Spain,David Costas,,Nike Phantom GX 2 Elite,29,184,0
3384,Midfielder,Wales,David Cotterill,,,36,175,0
3385,Forward,-,David Datro Fofana,Chelsea,Nike Mercurial Vapor 15 Elite,21,180,0
3386,Goalkeeper,Spain,David de Gea,ACF Fiorentina,adidas Copa Pure.1,33,192,0
3387,Forward,Benin,David Djigla,,,29,180,0
3388,Midfielder,Sweden,David Edvardsson,,,22,174,0
3389,Midfielder,Wales,David Edwards,,,38,183,0
3390,Forward,Spain,David Ferreiro,,adidas Nemeziz.1,36,170,0
3391,Forward,Slovenia,David Flakus Bosilj,,,22,185,0
3392,Goalkeeper,Ireland,David Forde,,,44,188,0
3393,Midfielder,England,David Fox,,Nike Tiempo Legend 10 Elite,40,175,0
3394,Midfielder,Spain,David Fuster,,Nike Phantom GX 2 Elite,42,178,0
3395,Defender,Spain,David García,,Nike CTR360 Maestri,42,182,0
3396,Defender,Spain,David García,,adidas Copa Pure 2 Elite KT,30,186,0
3397,Goalkeeper,Spain,David Gil,Cádiz CF,Nike Mercurial Vapor 15 Elite,30,186,0
3398,Goalkeeper,Spain,David Gómez,,adidas Predator Elite,30,184,0
3399,Forward,France,David Gomis,,,31,173,0
3400,Midfielder,Costa Rica,David Guzmán,,Nike Phantom GX 2 Elite,34,176,0
3401,Defender,Slovakia,Dávid Hancko,Feyenoord,Puma Future 7 Ultimate,26,188,0
3402,Defender,-,David Heidenreich,,Nike Phantom VNM Elite,24,191,0
3403,Forward,Belgium,David Henen,,Nike Phantom GX 2 Elite,28,186,0
3404,Forward,Canada,David Hoilett,,Nike Phantom GX 2 Elite,34,173,0
3405,Midfielder,Slovakia,David Ivan,,Nike Mercurial Vapor 15 Elite,29,173,0
3406,Goalkeeper,Portugal,David Ivanov,,,18,190,0
3407,Midfielder,England,David Jones,,adidas Predator Elite,39,185,0
3408,Defender,Spain,David Juncà,,Nike Mercurial Vapor 15 Elite,30,178,0
3409,Defender,-,David Jurásek,1899 Hoffenheim,adidas X Crazyfast+,24,183,0
3410,Defender,Benin,David Kiki,,,30,180,0
3411,Midfielder,Germany,David Kinsombi,SC Paderborn 07,Nike Tiempo Legend 10 Elite,28,183,0
3412,Midfielder,-,David Kong,,Puma Ultra 1.1,29,183,0
3413,Midfielder,Poland,David Kopacz,FC Ingolstadt 04,,25,180,0
3414,Forward,Czech Republic,David Lafata,,Nike Hypervenom,42,180,0
3415,Defender,-,David Limbersky,,Puma evoPOWER,40,181,0
3416,Defender,Spain,David Lombán,,adidas Predator Elite,37,185,0
3417,Defender,Spain,David López,Girona FC,Nike Tiempo Legend 10 Elite,34,185,0
3418,Defender,Brazil,David Luiz,,adidas Copa Pure.1,37,189,0
3419,Forward,Germany,David Mamutovic,,,23,189,0
3420,Goalkeeper,Scotland,David Marshall,,Nike Phantom GX 2 Elite,39,187,0
3421,Goalkeeper,England,David Martin,,adidas Copa Pure 2 Elite,38,188,0
3422,Forward,Spain,David Mayoral,,,27,172,0
3423,Forward,Ireland,David McGoldrick,,Nike Phantom GX 2 Elite,36,184,0
3424,Midfielder,Ireland,David Meyler,,adidas Predator Elite,35,188,0
3425,Forward,France,David N'Gog,,adidas X Crazyfast Elite,35,190,0
3426,Defender,Spain,David Navarro,,Puma Ultra 1.1,44,188,0
3427,Defender,Austria,David Nemeth,,adidas Nemeziz.1,23,191,0
3428,Forward,Brazil,David Neres,SSC Napoli,adidas F50 Elite,27,176,0
3429,Forward,England,David Nugent,,adidas X Crazyfast Elite,39,180,0
3430,Goalkeeper,France,David Oberhauser,,,33,187,0
3431,Defender,Germany,David Odogu,VfL Wolfsburg,,18,191,0
3432,Forward,Nigeria,David Okereke,US Cremonese,adidas X Crazyfast Elite,27,181,0
3433,Goalkeeper,Spain,David Oliveros,,,28,181,0
3434,Goalkeeper,Colombia,David Ospina,,adidas Predator Elite,36,183,0
3435,Forward,Germany,David Otto,,Nike Mercurial Superfly 9 Elite,25,185,0
3436,Midfielder,-,David Pavelka,AC Sparta Prague,Nike Phantom GX 2 Elite,33,185,0
3437,Midfielder,Portugal,David Pereira da Costa,RC Lens,adidas Predator Elite LL,23,168,0
3438,Midfielder,Germany,David Philipp,,Nike Mercurial Vapor 15 Elite,24,180,0
3439,Midfielder,Chile,David Pizarro,,Nike Tiempo Legend 10 Elite,44,171,0
3440,Forward,Germany,David Preu,1. FC Union Berlin,,19,172,0
3441,Forward,Spain,David Querol,,,35,183,0
3442,Midfielder,Tunisia,David Ramírez,,,30,179,0
3443,Defender,Germany,David Raum,RB Leipzig,Nike Mercurial Superfly 10 Elite,26,180,0
3444,Goalkeeper,Spain,David Raya,Arsenal,adidas F50 Elite,28,183,0
3445,Goalkeeper,Brazil,David Ribeiro,,,26,174,0
3446,Midfielder,Spain,David Rocha,,,39,179,0
3447,Forward,Spain,David Rodríguez,,,38,180,0
3448,Defender,Czech Republic,David Rozehnal,,adidas Predator Elite,44,191,0
3449,Defender,France,David Sauget,,adidas X Crazyfast Elite,44,175,0
3450,Defender,Austria,David Schnegg,,Nike Mercurial Superfly 8 Elite,25,185,0
3451,Midfielder,Hungary,Dávid Sigér,,Nike Mercurial Vapor XIII Elite,33,175,0
3452,Midfielder,Spain,David Silva,,Puma Ultra Ultimate,38,170,0
3453,Midfielder,Portugal,David Simão,,,34,183,0
3454,Defender,Spain,David Simón,,Nike Hypervenom,34,175,0
3455,Goalkeeper,Spain,David Soria,Getafe CF,adidas Predator Elite LL,31,192,0
3456,Goalkeeper,England,David Stockdale,,adidas X 17.1 Leather,38,188,0
3457,Forward,Slovakia,David Strelec,,adidas X Crazyfast+,23,185,0
3458,Midfielder,-,David Targamadze,,,35,172,0
3459,Midfielder,Portugal,David Tavares,,,25,190,0
3460,Midfielder,Spain,David Timor,,Puma Ultra Ultimate,34,185,0
3461,Defender,Spain,David Torres,Real Valladolid,,21,182,0
3462,Midfielder,Scotland,David Turnbull,Cardiff City,Nike Mercurial Vapor 15 Elite,25,185,0
3463,Midfielder,Wales,David Vaughan,,,41,171,0
3464,Forward,Spain,David Villa,,adidas Nemeziz.1,42,175,0
3465,Goalkeeper,Switzerland,David von Ballmoos,BSC Young Boys,Puma Ultra Ultimate,29,192,0
3466,Midfielder,England,David Wheeler,,,33,180,0
3467,Midfielder,Eritrea,David Wotherspoon,,Nike Tiempo Legend 9 Elite,34,172,0
3468,Goalkeeper,United States,David Yelldell,,adidas Predator Elite,42,194,0
3469,Defender,-,David Zima,,Puma Ultra Ultimate,23,192,0
3470,Midfielder,Spain,David Zurutuza,,Puma Ultra 1.1,38,186,0
3471,Defender,Italy,Davide Adorni,Brescia Calcio,,32,185,0
3472,Midfielder,Italy,Davide Bariti,,Nike Tiempo Legend 10 Elite,33,173,0
3473,Goalkeeper,Italy,Davide Bassi,,Nike Hypervenom,39,190,0
3474,Defender,Italy,Davide Bertoncini,,,33,185,0
3475,Defender,Italy,Davide Bettella,Frosinone Calcio,adidas X Crazyfast Elite,24,185,0
3476,Midfielder,Italy,Davide Biondini,,adidas X Crazyfast Elite,41,178,0
3477,Defender,Italy,Davide Biraschi,Frosinone Calcio,adidas Predator Elite,30,182,0
3478,Midfielder,Italy,Davide Bisoli,,,27,180,0
3479,Goalkeeper,Italy,Davide Borsellini,,,25,180,0
3480,Defender,Italy,Davide Brivio,,adidas Predator Elite,36,184,0
3481,Midfielder,Italy,Davide Buglio,,,26,185,0
3482,Defender,Italy,Davide Calabria,AC Milan,adidas Copa Pure 2 Elite,27,176,0
3483,Midfielder,Switzerland,Davide Callà,,adidas Predator LZ,39,174,0
3484,Goalkeeper,Italy,Davide Costa,,Nike Tiempo Legend 10 Elite,28,186,0
3485,Defender,Italy,Davide Costanzo,,,22,180,0
3486,Midfielder,Italy,Davide Di Gennaro,,Nike Tiempo Legend 10 Elite,36,180,0
3487,Forward,Italy,Davide Diaw,AC Monza,,32,191,0
3488,Defender,Italy,Davide Faraoni,Hellas Verona,adidas Copa Pure 2 Elite,32,180,0
3489,Midfielder,Italy,Davide Frattesi,Inter,adidas F50 Elite,24,178,0
3490,Defender,Italy,Davide Gentile,US Salernitana 1919,,20,191,0
3491,Defender,Italy,Davide Ghislandi,,adidas Predator 20.1,23,177,0
3492,Forward,Italy,Davide Luppi,,,34,180,0
3493,Goalkeeper,Italy,Davide Marfella,,adidas Predator Elite,24,182,0
3494,Forward,Italy,Davide Marsura,,adidas X Crazyfast Elite,30,178,0
3495,Midfielder,Italy,Davide Masella,,adidas X 19.1,22,184,0
3496,Goalkeeper,Italy,Davide Mastrantonio,,,20,189,0
3497,Midfielder,Italy,Davide Mazzocco,,,28,186,0
3498,Goalkeeper,Italy,Davide Merelli,,,28,188,0
3499,Forward,Italy,Davide Merola,Pescara Calcio,,24,176,0
3500,Defender,Italy,Davide Monteleone,,Puma Ultra 1.1,28,186,0
3501,Defender,Italy,Davide Mordini,,,28,178,0
3502,Midfielder,Italy,Davide Moro,,adidas X Crazyfast Elite,42,176,0
3503,Forward,Italy,Davide Moscardelli,,Nike Total 90,44,185,0
3504,Midfielder,Italy,Davide Munari,,,24,181,0
3505,Midfielder,Italy,Davide Petermann,,Puma Ultra 1.1,29,185,0
3506,Defender,Italy,Davide Riccardi,,,28,186,0
3507,Defender,Italy,Davide Santon,,adidas Nemeziz.1,33,187,0
3508,Forward,Italy,Davide Succi,,Nike Phantom GX 2 Elite,42,184,0
3509,Defender,Italy,Davide Veroli,UC Sampdoria,,21,188,0
3510,Defender,Italy,Davide Vitturini,,Nike Tiempo Legend 10 Elite,27,180,0
3511,Midfielder,Italy,Davide Voltan,,,29,177,0
3512,Midfielder,Italy,Davide Zappacosta,Atalanta BC,adidas Predator Elite,32,182,0
3513,Defender,Italy,Davide Zappella,,,26,176,0
3514,Defender,Italy,Davide Zugaro De Matteis,,,24,178,0
3515,Forward,Germany,Davie Selke,Hamburger SV,Puma Ultra Ultimate,29,195,0
3516,Goalkeeper,Belgium,Davino Verhulst,,,36,193,0
3517,Defender,Colombia,Davinson Sánchez,Galatasaray,Nike Phantom GX 2 Elite,28,187,0
3518,Defender,Ecuador,Davis Bautista,,,19,184,0
3519,Defender,-,Davit Khocholava,,adidas X Crazyfast Elite,31,192,0
3520,Defender,Germany,Davor Lovren,,,26,180,0
3521,Midfielder,Netherlands,Davy Klaassen,,Nike Phantom GX 2 Elite,31,179,0
3522,Midfielder,Netherlands,Davy Pröpper,,adidas Copa Pure 2 Elite,33,185,0
3523,Goalkeeper,Belgium,Davy Roef,KAA Gent,Nike Phantom GX 2 Elite,30,187,0
3524,Goalkeeper,Guadeloupe,Davy Rouyard,,Nike Phantom GT2 Elite DF,25,194,0
3525,Forward,Poland,Dawid Kownacki,Fortuna Düsseldorf,Nike Mercurial Vapor 15 Elite,27,186,0
3526,Goalkeeper,Eritrea,Dayne St. Clair,,adidas Predator Elite LL,27,191,0
3527,Defender,France,Dayot Upamecano,Bayern München,Nike Phantom Luna 2 Elite,25,186,0
3528,Forward,Colombia,Dayro Moreno,,adidas Predator Elite,38,178,0
3529,Midfielder,England,Dean Hammond,,adidas Predator LZ,41,183,0
3530,Goalkeeper,England,Dean Henderson,Crystal Palace,adidas Copa Pure 2 Elite KT,27,188,0
3531,Defender,Spain,Dean Huijsen,Bournemouth,adidas F50 Elite,19,197,0
3532,Midfielder,England,Dean Marney,,Nike Magista Opus II Elite,40,183,0
3533,Defender,England,Dean Moxey,,Nike Tiempo Legend 10 Elite,38,180,0
3534,Midfielder,England,Dean Whitehead,,Nike Tiempo Legend 10 Elite,42,183,0
3535,Defender,United States,DeAndre Yedlin,,adidas X Speedportal+,31,173,0
3536,Defender,Scotland,Declan Gallagher,,adidas Predator Edge.1,33,196,0
3537,Defender,Wales,Declan John,,adidas X Crazyfast Elite,29,178,0
3538,Midfielder,England,Declan Rice,Arsenal,adidas Copa Pure 2 Elite KT,25,188,0
3539,Goalkeeper,England,Declan Rudd,,Nike Tiempo Legend 10 Elite,33,191,0
3540,Defender,Brazil,Dedé,,Nike Tiempo Legend 10 Elite,36,192,0
3541,Defender,Belgium,Dedryck Boyata,Club Brugge,Nike Tiempo Legend 10 Elite,33,188,0
3542,Defender,Romania,Deian Boldor,,,29,189,0
3543,Defender,Colombia,Deiver Machado,RC Lens,Puma Ultra Ultimate,31,180,0
3544,Defender,Spain,Deivid,,adidas X Crazyfast Elite,35,188,0
3545,Forward,Brazil,Deivid Washington,,adidas X Crazyfast Elite,19,187,0
3546,Forward,Serbia,Dejan Dražić,,Nike Mercurial Superfly 9 Elite,28,175,0
3547,Goalkeeper,-,Dejan Iliev,,adidas Predator Accuracy.1,29,195,0
3548,Forward,Serbia,Dejan Joveljic,LA Galaxy,adidas X Crazyfast Elite,25,180,0
3549,Forward,Sweden,Dejan Kulusevski,Tottenham Hotspur,Nike Mercurial Vapor 16 Elite,24,186,0
3550,Forward,Slovenia,Dejan Lazarević,,Nike Phantom GX 2 Elite,34,177,0
3551,Forward,Serbia,Dejan Lekić,,Nike CTR360 Maestri,39,193,0
3552,Midfielder,Austria,Dejan Ljubicic,1. FC Köln,Puma King Ultimate,26,187,0
3553,Defender,Croatia,Dejan Lovren,Olympique Lyonnais,Puma Future 7 Ultimate,35,188,0
3554,Defender,Montenegro,Dejan Meleg,,,31,180,0
3555,Midfielder,Croatia,Dejan Mezga,,,39,175,0
3556,Forward,Croatia,Dejan Radonjic,,,34,190,0
3557,Goalkeeper,Austria,Dejan Stojanovic,,Nike Phantom GX 2 Elite,31,196,0
3558,Defender,Slovenia,Dejan Trajkovski,,adidas X Crazyfast Elite,32,175,0
3559,Midfielder,Slovenia,Dejan Vokić,,Nike Mercurial Vapor 15 Elite,28,193,0
3560,Defender,Germany,Deji Beyreuther,,Nike Mercurial Vapor 15 Elite,25,180,0
3561,Forward,Ireland,Deji Sotona,,adidas X Ghosted.1,21,179,0
3562,Defender,United States,DeJuan Jones,,,27,175,0
3563,Forward,-,Delano Burgzorg,Middlesbrough FC,Puma Ultra Ultimate,25,186,0
3564,Goalkeeper,Nigeria,Dele Ajiboye,,,34,180,0
3565,Midfielder,England,Dele Alli,,adidas Predator Accuracy+,28,188,0
3566,Forward,Brazil,Dellatorre,,,32,180,0
3567,Midfielder,Congo,Delvin N'Dinga,,adidas Predator Elite,36,181,0
3568,Forward,Jamaica,Demarai Gray,,adidas X Crazyfast Elite LL,28,183,0
3569,Forward,Senegal,Demba Ba,,Nike Mercurial Vapor XIII Elite,39,189,0
3570,Forward,Guinea,Demba Camara,,,29,186,0
3571,Forward,Senegal,Demba Seck,,adidas X Crazyfast Elite,23,190,0
3572,Goalkeeper,Senegal,Demba Thiam,,adidas X 19.1,26,202,0
3573,Defender,Guinea,Dembo Sylla,,Puma Ultra 1.4,21,175,0
3574,Forward,Senegal,Deme N'Diaye,,Nike Tiempo Legend 10 Elite,39,183,0
3575,Goalkeeper,Hungary,Dénes Dibusz,Ferencváros TC,adidas Predator Elite,33,188,0
3576,Forward,Australia,Deni Juric,,,27,189,0
3577,Midfielder,Ecuador,Denil Castillo,FC Midtjylland,,20,189,0
3578,Goalkeeper,Russia,Denis Adamov,Zenit St. Petersburg,Nike Phantom GX 2 Elite,26,196,0
3579,Forward,Romania,Denis Alibec,,Nike Mercurial Superfly,33,187,0
3580,Midfielder,Slovakia,Denis Baumgartner,,,26,176,0
3581,Forward,Gabon,Denis Bouanga,,Nike Mercurial Vapor 15 Elite,29,180,0
3582,Forward,Russia,Denis Cheryshev,,Nike Mercurial Vapor 15 Elite,33,179,0
